sample	B_cell	T_cell.CD4	T_cell.CD8	Neutrophil	Macrophage	DC
TCGA-HC-8264-01B	0.074517718	0.160941568	0.284360367	0.098128704	0.157063057	0.579824832
TCGA-HC-8265-01A	0.015223459	0.135074065	0.113248102	0.093140475	0.004872855	0.386108366
TCGA-HC-8266-01A	0.432804234	0.372096249	0.385625266	0.237192034	0.137295754	1.028225119
TCGA-HC-A48F-01A	0.045198589	0.070996843	0.099584956	0.077466995	0.002257739	0.306850833
TCGA-HC-A4ZV-01A	0.182839114	0.11955878	0.233169321	0.126398196	0.094332046	0.449058715
TCGA-HC-A631-01A	0.06576781	0.068419935	0.137671988	0.071711602	0.075094019	0.295450248
TCGA-HC-A632-01A	0.30332885	0.262562666	0.175018361	0.127229498	0.008943418	0.647841449
TCGA-HC-A6AL-01A	0.00846295	0.142534001	0.059037456	0.076090763	0.024161498	0.395740864
TCGA-HC-A6AN-01A	0.00023366	0.095252412	0.051187418	0.0698001	0	0.306760737
TCGA-HC-A6AO-01A	0.01627812	0.080002306	0.029329374	0.117946989	0	0.297919573
TCGA-HC-A6AP-01A	0.011537717	0.150266562	0.064456078	0.099280685	0.051709034	0.408472103
TCGA-HC-A6AQ-01A	0	0.113394024	0.07362593	0.063224175	0.009869586	0.298144132
TCGA-HC-A6AS-01A	0.008041064	0.177361649	0.079148658	0.125936133	0.10416298	0.483848391
TCGA-HC-A6HX-01A	0	0.145800083	0.023833741	0.087001527	0.002018099	0.34294699
TCGA-HC-A6HY-01A	0.006848433	0.05800739	0.095845605	0.079981175	0	0.257844445
TCGA-HC-A76W-01A	0.042580971	0.122176946	0.144175991	0.111629587	0.089681225	0.470922392
TCGA-HC-A76X-01A	0.031512422	0.040547717	0.111325296	0.080168564	0	0.255432371
TCGA-HC-A8CY-01A	0.231356854	0.082189031	0.232113225	0.124370493	0	0.564298
TCGA-HC-A8D0-01A	0.075288308	0.154378435	0.131418902	0.107632516	0.047866461	0.424091406
TCGA-HC-A8D1-01A	0.102549362	0.120033812	0.245651779	0.117835504	0.080202147	0.524369579
TCGA-HC-A9TE-01A	0.226554893	0.358332809	0.116779604	0.115696675	0.037832323	0.714021162
TCGA-HC-A9TH-01A	0.257475369	0.141710168	0.143214466	0.117181137	0.062949657	0.642329554
TCGA-HI-7168-01A	0.055827071	0.10148216	0.168795396	0.093474641	0.023075561	0.486837301
TCGA-HI-7169-01A	0.002704104	0.133884015	0	0.050785495	0	0.242332778
TCGA-HI-7170-01A	0.038596967	0.152671661	0.274181444	0.176630839	0.115653298	0.613762535
TCGA-HI-7171-01A	0.081313887	0.077655146	0.171159183	0.09315397	0	0.383293569
TCGA-J4-8198-01A	0.112606279	0.072039831	0.181782745	0.095745252	0.041008386	0.376760425
TCGA-J4-8200-01A	0.102977542	0.083413308	0.25329969	0.101472083	0.068954995	0.567331766
TCGA-J4-A67K-01A	0.002336757	0.110664958	0.008785039	0.105380683	0	0.205045168
TCGA-J4-A67L-01A	0.130527472	0.134220209	0.100704446	0.098670207	0.009905126	0.427086515
TCGA-J4-A67M-01A	0.098689792	0.211419022	0.081898678	0.115623738	0.058680456	0.567636415
TCGA-J4-A67N-01A	0	0.093689135	0.082752792	0.081931638	0	0.366775243
TCGA-J4-A67O-01A	0.000218209	0.101417212	0.072592777	0.078303372	0	0.30742416
TCGA-J4-A67Q-01A	0.028996141	0.194817569	0.059591387	0.094632107	0.018822026	0.449505999
TCGA-J4-A67R-01A	0.077267248	0.231788775	0.000923249	0.130617365	0.005274001	0.359698344
TCGA-J4-A67S-01A	0.011661459	0.135929025	0.089182601	0.106220702	0.000840867	0.318879388
TCGA-J4-A67T-01A	0.010048063	0.115021353	0.239418716	0.134971187	0.053128995	0.491341449
TCGA-J4-A6G1-01A	0.650306963	0.61242359	0.200695113	0.288448275	0.105742588	0.848414143
TCGA-J4-A6G3-01A	0.178637784	0.263144435	0.298530866	0.259579271	0.133839681	0.734633813
TCGA-J4-A6M7-01A	0.043249294	0.073772416	0.170150513	0.085152518	0	0.391076137
TCGA-J4-A83I-01A	0.168954842	0.103919045	0.230119874	0.12152621	0.055036661	0.494302279
TCGA-J4-A83J-11A	0.032332062	0.200844441	0.303568102	0.238786727	0.091914242	0.661907519
TCGA-J4-A83J-01A	0	0.17231472	0.238702249	0.146220842	0.047360216	0.533784406
TCGA-J4-A83K-01A	0.033880719	0.128883649	0.128975826	0.082952669	0.036011529	0.420973219
TCGA-J4-A83L-01A	0.040277313	0.100561329	0.210000344	0.136490432	0.034547439	0.480872445
TCGA-J4-A83M-01A	0.054746794	0.123286596	0.198365266	0.096042284	0.011247284	0.482819725
TCGA-J4-A83N-01A	0.018589297	0.070407149	0.12921113	0.088021254	0	0.345232005
TCGA-J4-AATV-01A	0.141334329	0.19138312	0.118245972	0.213646198	0.059945251	0.633268942
TCGA-J4-AATZ-01A	0.069171362	0.071092203	0.204008325	0.112839134	0.038259498	0.375086349
TCGA-J4-AAU2-01A	0.030481532	0.125516206	0.21087587	0.078301624	0	0.471468882
TCGA-J9-A52B-01A	0.063089465	0.144516049	0.121925036	0.091437333	0.10986702	0.403065187
TCGA-J9-A52C-01A	0.176190665	0.101164945	0.249570214	0.199816817	0.137305076	0.67711082
TCGA-J9-A52D-01A	0.107800451	0.037754081	0.249303498	0.076821028	0.038839306	0.364708728
TCGA-J9-A52E-01A	0.068611258	0.155381782	0.195233401	0.096590691	0.092418253	0.584335831
TCGA-J9-A8CK-01A	0.064344198	0.110635617	0.122204084	0.111856097	0.066419824	0.418528984
TCGA-J9-A8CL-01A	0.201879537	0.166602908	0.115945998	0.105372199	0.117235174	0.584275366
TCGA-J9-A8CM-01A	0.08607554	0.152706418	0.06344005	0.09436593	0.090294514	0.397723952
TCGA-J9-A8CN-01A	0	0.02988548	0.142106354	0.102745633	0	0.30597856
TCGA-J9-A8CP-01A	0.02431831	0.12134319	0.225349543	0.091137248	0.005975865	0.532344219
TCGA-KC-A4BL-01A	0.114902821	0.190092867	0.261246467	0.17908269	0.141305677	0.606096899
TCGA-KC-A4BN-01A	0.070212873	0.068901896	0.2199726	0.103973523	0.020732157	0.492870442
TCGA-KC-A4BR-01A	0.023446991	0.118885904	0.167476811	0.165685465	0	0.638486399
TCGA-KC-A4BV-01A	0.176805291	0.133105295	0.199984567	0.104083241	0.06591075	0.561354718
TCGA-KC-A7F3-01A	0.029174417	0.097445181	0.149997137	0.11616292	0.008360426	0.490303331
TCGA-KC-A7F5-01A	0	0.031040701	0.06171208	0.057602292	0	0.171066252
TCGA-KC-A7F6-01A	0.064479099	0.122000421	0.107067957	0.104672978	0.011484789	0.376537644
TCGA-KC-A7FA-01A	0.072546687	0.074015084	0.117201084	0.070872231	0	0.451192155
TCGA-KC-A7FD-01A	0.030055028	0.076071706	0.196617468	0.091600108	0	0.404818605
TCGA-KC-A7FE-01A	0.077356554	0.180657536	0.206772724	0.117174995	0.106088092	0.546101895
TCGA-KK-A59V-01A	0.332626519	0.612325891	0.43956307	0.236153604	0	0.898411112
TCGA-KK-A59X-01A	0.100844145	0.045616795	0.18255355	0.088673442	0.056309746	0.485146432
TCGA-KK-A59Y-01A	0.067255673	0.104172929	0.085033131	0.065572898	0.00465109	0.393623544
TCGA-KK-A59Z-01A	0.104288076	0.053424617	0.104627938	0.104151823	0	0.466388458
TCGA-KK-A5A1-01A	0.1295217	0.047062366	0.149048097	0.090854333	0.075851603	0.416575576
TCGA-KK-A6DY-01A	0.046579269	0.101747413	0.189703533	0.188004197	0.045490678	0.523903591
TCGA-KK-A6E0-01A	0.041592139	0.119785907	0.170651562	0.103978358	0.047584902	0.314341045
TCGA-KK-A6E1-01A	0.083657317	0.077205485	0.137599747	0.100351129	0.020623505	0.355857916
TCGA-KK-A6E2-01A	0.09817004	0.070510132	0.105197257	0.078534774	0	0.32086354
TCGA-KK-A6E3-01A	0.098076284	0.164899142	0.076771589	0.085578694	0.022091756	0.490301138
TCGA-KK-A6E4-01A	0.016555999	0.051606524	0.059243444	0.074505151	0	0.196821683
TCGA-KK-A6E5-01A	0.067627365	0.084603595	0.18739877	0.097794951	0.027881341	0.423667238
TCGA-KK-A6E6-01A	0.06939021	0.095960181	0.186762085	0.120642135	0.007480474	0.465528349
TCGA-KK-A6E7-01A	0.006885626	0.07599319	0.160693868	0.081213192	0	0.369915283
TCGA-KK-A6E8-01A	0.012029271	0.029549051	0.069639691	0.048652459	0	0.191093301
TCGA-KK-A7AP-01A	0.018726505	0.039598126	0.114856682	0.074013534	0	0.260187119
TCGA-KK-A7AQ-01A	0	0.146452001	0.034303945	0.075806206	0.009582205	0.271950023
TCGA-KK-A7AU-01A	0.018116993	0.045741496	0.093075664	0.067704667	0	0.219460702
TCGA-KK-A7AV-01A	0.19298021	0.339072135	0.176041064	0.162076615	0.083936729	0.656313872
TCGA-KK-A7AW-01A	0.004812111	0.122082266	0.003078627	0.063297343	0	0.237886513
TCGA-KK-A7AY-01A	0	0.059014477	0.070571308	0.064906344	0	0.243731178
TCGA-KK-A7AZ-01A	0	0.119595904	0.081030222	0.064478982	0	0.261197646
TCGA-KK-A7B0-01A	0.087525406	0.28518743	0	0.092939369	0.045859113	0.45618007
TCGA-KK-A7B1-01A	0.10263758	0.111439362	0.098795877	0.125474254	0.010614299	0.417034285
TCGA-KK-A7B2-01A	0.155378973	0.180696334	0.180232595	0.136192937	0.130789538	0.617297916
TCGA-KK-A7B3-01A	0.067363034	0.192085811	0.133985308	0.119585321	0.089097834	0.503167168
TCGA-KK-A7B4-01A	0.071615876	0.139211104	0.137968766	0.104586609	0	0.431684945
TCGA-KK-A8I4-01A	0.178004931	0.323631143	0.260905315	0.209109243	0.119685495	0.70789014
TCGA-KK-A8I5-01A	0.08624916	0.080969919	0.157841866	0.097447994	0	0.456773543
TCGA-KK-A8I6-01A	0.063640543	0.103660729	0.16743975	0.10028608	0.046663777	0.369676746
TCGA-KK-A8I7-01A	0.069515273	0.180184341	0.158456399	0.134405706	0.109788161	0.49246035
TCGA-KK-A8I8-01A	0.054278108	0.081109205	0.114605179	0.081118331	0.008385873	0.302873737
TCGA-KK-A8I9-01A	0	0.200359731	0.231215173	0.181400081	0.050244433	0.651565859
TCGA-KK-A8IA-01A	0.051745478	0.06503971	0.095685182	0.078335221	0	0.28951225
TCGA-KK-A8IB-01A	0.03562777	0.162321907	0.13153263	0.115411672	0	0.489996125
TCGA-KK-A8IC-01A	0.256166413	0.150374925	0.232467031	0.163263783	0.145149246	0.612510222
TCGA-KK-A8ID-01A	0.046461034	0.050887418	0.129081784	0.085280002	0	0.273754609
TCGA-KK-A8IF-01A	0	0.093912523	0.115902751	0.059668159	0	0.331074043
TCGA-KK-A8IG-01A	0.075734203	0.103603834	0.178502598	0.117922266	0.026624128	0.535817673
TCGA-KK-A8IH-01A	0.129000819	0.141962686	0.10805562	0.12175845	0.001189804	0.463544893
TCGA-KK-A8II-01A	0.04425932	0.057611043	0.175842315	0.092817472	0.003595304	0.344630433
TCGA-KK-A8IJ-01A	0.054621993	0.038783113	0.248092933	0.122459323	0	0.550811855
TCGA-KK-A8IK-01A	0	0.062105888	0.035796061	0.05026281	0	0.17717527
TCGA-KK-A8IL-01A	0.191390029	0.141841349	0.307803921	0.175140567	0.065766327	0.742651933
TCGA-KK-A8IM-01A	0.05495281	0.160554998	0.184692257	0.122827328	0.078342953	0.490751533
TCGA-M7-A71Y-01A	0.049896215	0.121124893	0.169441014	0.103849898	0.121792202	0.445599118
TCGA-M7-A71Z-01A	0.010025421	0.042694253	0.012873057	0.04144047	0	0.14619491
TCGA-M7-A720-01A	0.093079028	0.122302293	0.212823045	0.107896656	0.136377095	0.452058921
TCGA-M7-A721-01A	0.043016153	0.125764082	0.175104736	0.094414329	0.101522367	0.441643862
TCGA-M7-A722-01A	0	0.025715786	0.023691102	0.046216824	0	0.159707342
TCGA-M7-A723-01A	0.109216953	0.147110441	0.173694964	0.088698727	0.083587159	0.486484668
TCGA-M7-A724-01A	0.005054587	0.012947426	0.06801083	0.057506445	0	0.174595751
TCGA-M7-A725-01A	0.058853065	0.077527819	0.150617491	0.089925689	0.025524142	0.39776666
TCGA-MG-AAMC-01A	0	0.053822981	0.056777393	0.048169768	0	0.188111934
TCGA-QU-A6IL-01A	0	0.055005975	0.056648396	0.073904091	0	0.21846886
TCGA-QU-A6IM-01A	0.019533876	0.106164495	0.093114524	0.105825763	0	0.249116515
TCGA-QU-A6IN-01A	0	0.027253649	0.031183844	0.050761324	0	0.12270346
TCGA-QU-A6IO-01A	0.002361647	0.123122763	0.053096573	0.080861743	0	0.277811538
TCGA-QU-A6IP-01A	0.026567915	0.11218102	0.102228997	0.087688278	0.018150409	0.342504349
TCGA-SU-A7E7-01A	0.091700429	0.147844878	0.307443925	0.202806812	0.135309137	0.497296421
TCGA-TK-A8OK-01A	0.086815861	0.160310447	0.211040165	0.137351799	0.107869261	0.689162198
TCGA-TP-A8TT-01A	0.162942615	0.220422272	0.281829372	0.155750981	0.145443653	0.572278672
TCGA-TP-A8TV-01A	0	0.097801317	0.128895393	0.074704306	0.003036887	0.311579356
TCGA-V1-A8MF-01A	0.054770219	0.108139143	0.193519336	0.10806821	0.016244252	0.448720045
TCGA-V1-A8MG-01A	0.068543016	0.145044113	0.193702607	0.098428647	0.021596506	0.465049381
TCGA-V1-A8MJ-01A	0.149887195	0.249696845	0.226385328	0.178610282	0.078458858	0.709784558
TCGA-V1-A8MK-01A	0.04938498	0.138065053	0.219537316	0.106360747	0.11992514	0.431594362
TCGA-V1-A8ML-01A	0.035254724	0.086324467	0.096865397	0.075063202	0	0.335189293
TCGA-V1-A8MM-01A	0.049952097	0.148184646	0.090159671	0.084454461	0.05464391	0.394014289
TCGA-V1-A8MU-01A	0.139513092	0.19136956	0.269125277	0.136833753	0.090718373	0.605812121
TCGA-V1-A8WL-01A	0.116848328	0.16004406	0.277199776	0.147320449	0.052778222	0.481389291
TCGA-V1-A8WN-01A	0.101724907	0.116922899	0.26267715	0.135557655	0.112990711	0.519630904
TCGA-V1-A8WS-01A	0.061863459	0.089824286	0.084523513	0.064021642	0	0.312477829
TCGA-V1-A8WV-01A	0.161122828	0.238158073	0.057578573	0.121481931	0.095177576	0.442994244
TCGA-V1-A8WW-01A	0.08235976	0.15444072	0.143823658	0.11290803	0.038549602	0.417990659
TCGA-V1-A8X3-01A	0.073041533	0.123314799	0.198608028	0.094641266	0.050986953	0.546846418
TCGA-V1-A9O5-06A	0.146251594	0.224747966	0.128105185	0.125637579	0.134248281	0.45523391
TCGA-V1-A9O5-01A	0.132241603	0.296929417	0.173037632	0.154557787	0.145655956	0.595056092
TCGA-V1-A9O7-01A	0.072561405	0.148980086	0.220564347	0.203835889	0.049629939	0.639143942
TCGA-V1-A9O9-01A	0.246079669	0.461160913	0.179152369	0.185850548	0.067229648	0.631624121
TCGA-V1-A9OA-01A	0.064002348	0.128342393	0.171798182	0.109887997	0.077443771	0.466061325
TCGA-V1-A9OF-01A	0.057227022	0.083625788	0.161404745	0.076302646	0.044874064	0.361555082
TCGA-V1-A9OH-01A	0.050646434	0.089991955	0.139228532	0.083249694	0.042259891	0.390882203
TCGA-V1-A9OL-01A	0.10431588	0.142774427	0.150237442	0.099140697	0.091634543	0.459082759
TCGA-V1-A9OQ-01A	0.037204425	0.092018305	0.142049858	0.063091356	0	0.335330225
TCGA-V1-A9OT-01A	0	0.120594789	0.004478845	0.066825936	0	0.162594162
TCGA-V1-A9OX-01A	0.051260539	0.162899852	0.106070282	0.10118449	0.025956926	0.388785682
TCGA-V1-A9OY-01A	0.085426054	0.17746169	0.159645657	0.113528443	0.093762506	0.437137911
TCGA-V1-A9Z7-01A	0.096500084	0.129127558	0.148469593	0.067016298	0.069456403	0.521996834
TCGA-V1-A9Z8-01A	0.056810819	0.160381069	0.169977713	0.112578409	0.067172263	0.459530181
TCGA-V1-A9Z9-01A	0.086475039	0.10738463	0.171763769	0.094965079	0.111696479	0.406782378
TCGA-V1-A9ZG-01A	0.086915799	0.089875746	0.138165479	0.115639193	0.095706109	0.444859082
TCGA-V1-A9ZI-01A	0.05814774	0.124410924	0.065989161	0.06302452	0.100301599	0.390479283
TCGA-V1-A9ZK-01A	0.061743515	0.137698516	0.231667796	0.102736839	0.09745134	0.481357402
TCGA-V1-A9ZR-01A	0.063190231	0.240659308	0.1755873	0.119049345	0.194118252	0.622526994
TCGA-VN-A88I-01A	0.077161376	0.301886743	0.168990362	0.149136081	0.146724184	0.649559034
TCGA-VN-A88K-01A	0.081297356	0.093570461	0.222773898	0.116295655	0	0.446517371
TCGA-VN-A88L-01A	0.043035524	0.086590878	0.137117653	0.096890342	0	0.396594967
TCGA-VN-A88M-01A	0.022442128	0.052303041	0.056079577	0.068358348	0	0.162059426
TCGA-VN-A88N-01A	0.03656161	0.056439779	0.165936489	0.081334644	0	0.348711659
TCGA-VN-A88O-01A	0.066706704	0.10878795	0.161988053	0.108645411	0	0.434669512
TCGA-VN-A88P-01A	0.059403538	0.109705822	0.183836024	0.101492891	0	0.429618851
TCGA-VN-A88Q-01A	0.052075147	0.089004688	0.100182224	0.100932232	0	0.337401565
TCGA-VN-A88R-01A	0.018572638	0.087428879	0.144635836	0.083747052	0.081861166	0.39223076
TCGA-VN-A943-01A	0.045916248	0.031719997	0.136819932	0.073608476	0	0.267045372
TCGA-VP-A872-01A	0.092051048	0.311571986	0.064299113	0.144655871	0.042647018	0.572311017
TCGA-VP-A875-01A	0.032747008	0.04374036	0.086031713	0.064233341	0	0.217538519
TCGA-VP-A876-01A	0.024427063	0.057816736	0.158472826	0.077760389	0	0.276826876
TCGA-VP-A878-01A	0.076655099	0.169207365	0.239866368	0.160996904	0.154138405	0.512030505
TCGA-VP-A879-01A	0.079023024	0.114008165	0.145713657	0.104757439	0.069934922	0.406576535
TCGA-VP-A87B-01A	0.04615283	0.071410852	0.097066242	0.078566126	0.009140503	0.298087041
TCGA-VP-A87C-01A	0.451241029	0.667513225	0.395365811	0.340054758	0.156153603	1.051547665
TCGA-VP-A87D-01A	0.071846595	0.068021548	0.117219737	0.082886332	0	0.294573042
TCGA-VP-A87E-01A	0.114607483	0.219825975	0.339766638	0.236414551	0	0.840896749
TCGA-VP-A87H-01A	0.083927462	0.098649247	0.138774735	0.11705922	0	0.401797867
TCGA-VP-A87J-01A	0.05427055	0.049420418	0.253507237	0.085527942	0.082098321	0.547917045
TCGA-VP-A87K-01A	0.061425114	0.081802143	0.134174383	0.075462594	0	0.345353941
TCGA-VP-AA1N-01A	0.101826722	0.082499388	0.153983573	0.126183286	0.065759819	0.569527655
TCGA-WW-A8ZI-01A	0.066810294	0.069316506	0.131362856	0.089875342	0	0.306349663
TCGA-X4-A8KQ-01A	0.027720022	0.084024786	0.062903098	0.11403114	0	0.360790674
TCGA-X4-A8KS-01A	0	0.134005165	0.04307314	0.074483825	0	0.214705828
TCGA-XA-A8JR-01A	0.079820524	0.102520216	0.146205477	0.107482268	0.020311304	0.414573158
TCGA-XJ-A83F-01A	0.015985599	0.078473719	0.055416494	0.067365838	0	0.256021824
TCGA-XJ-A83G-01A	0.025732574	0.070458712	0.100080578	0.060570661	0	0.330328455
TCGA-XJ-A83H-01A	0	0.055894628	0.214368863	0.144483573	0	0.483844413
TCGA-XJ-A9DI-01A	0.306985025	0.276609166	0.289027965	0.189961931	0.261186039	0.800589297
TCGA-XJ-A9DK-01A	0.123400956	0.107555569	0.261644563	0.134290505	0.168083828	0.474345583
TCGA-XJ-A9DQ-01A	0.044075792	0.127062055	0.146574876	0.091427091	0.065561956	0.362271943
TCGA-XJ-A9DX-01A	0.068753315	0.087282865	0.054092407	0.071711655	0	0.285202442
TCGA-XK-AAIR-01A	0.093770724	0.147837436	0.237048942	0.111886448	0.089699036	0.576336917
TCGA-XK-AAIV-01A	0.31947977	0.39229617	0.211459117	0.189587862	0.237357515	0.83343219
TCGA-XK-AAIW-01A	0.072807088	0.072892664	0.20111666	0.08624609	0	0.38698488
TCGA-XK-AAJ3-01A	0.05575364	0.123239363	0.114050607	0.067218147	0.037876728	0.385002868
TCGA-XK-AAJA-01A	0.006225748	0.129198557	0.163668403	0.100054474	0.025397488	0.413960139
TCGA-XK-AAJP-01A	0	0.128831627	0.178780494	0.072162915	0.012635109	0.525587311
TCGA-XK-AAJR-01A	0.060360688	0.08052737	0.188080686	0.104812742	0.067620256	0.401643667
TCGA-XK-AAJT-01A	0.03013018	0.139470026	0.120492354	0.104238585	0.057607682	0.424316375
TCGA-XK-AAJU-01A	0.118194393	0.14048696	0.24110746	0.1358507	0.090412377	0.531937744
TCGA-XK-AAK1-01A	0.047240065	0.063807605	0.101454198	0.071812329	0	0.300210343
TCGA-XQ-A8TA-01A	0.050102362	0.053880437	0.044683117	0.076003341	0	0.190907516
TCGA-XQ-A8TB-01A	0.045266358	0.089499913	0.165707756	0.123387098	0.028534878	0.414012708
TCGA-Y6-A8TL-01A	0.069248274	0.126846229	0.175007085	0.087737689	0.006371339	0.402130878
TCGA-Y6-A9XI-01A	0.05933351	0.0657995	0.157396076	0.092545327	0.017222305	0.356646124
TCGA-YJ-A8SW-01A	0.10288951	0.09794145	0.176679788	0.075425754	0.080175388	0.448312846
TCGA-YL-A8HJ-01A	0.105919259	0.218296114	0.20614035	0.144827176	0.116800221	0.550413882
TCGA-YL-A8HK-01A	0.129524717	0.199305175	0.209758834	0.152797061	0.120325802	0.534635728
TCGA-YL-A8HL-01A	0.053055572	0.071202427	0.148146661	0.088685474	0.018059333	0.33493828
TCGA-YL-A8HM-01A	0.149547321	0.073212169	0.204743048	0.090694221	0	0.48949364
TCGA-YL-A8HO-01A	0.283098285	0.155810147	0.216598013	0.112376651	0.305065895	0.774888486
TCGA-YL-A8S8-01A	0.056510228	0.109478843	0.137093156	0.113803253	0.023757559	0.395845352
TCGA-YL-A8S9-01A	0.028396696	0.006557954	0.105007123	0.059264138	0	0.2078483
TCGA-YL-A8SA-01A	0.062223756	0.099064342	0.07614417	0.081575892	0.001980057	0.290370338
TCGA-YL-A8SB-01A	0.0890224	0.141083942	0.172466496	0.09766829	0.109868758	0.445955424
TCGA-YL-A8SC-01A	0.065529147	0.16316401	0.230230252	0.118679931	0.09384681	0.581384265
TCGA-YL-A8SF-01A	0.031767035	0.113404541	0.115765854	0.089862896	0.024111175	0.425249355
TCGA-YL-A8SH-01B	0.032029824	0.133589216	0.153305951	0.095244213	0.000241569	0.386769012
TCGA-YL-A8SI-01A	0.062652168	0.140477767	0.217106954	0.128622401	0.089316555	0.531694744
TCGA-YL-A8SJ-01B	0.03741647	0.147963999	0.138472213	0.079698748	0.07638504	0.412700945
TCGA-YL-A8SK-01B	0.077475744	0.1562484	0.226164676	0.211016583	0.065413872	0.611528973
TCGA-YL-A8SL-01B	0.040497304	0.061975492	0.11424366	0.086543535	0	0.31441676
TCGA-YL-A8SO-01B	0.061354355	0.09684487	0.135859577	0.100579456	0.006726834	0.357935357
TCGA-YL-A8SP-01B	0.083702688	0.029490113	0.134495497	0.087400893	0	0.285919439
TCGA-YL-A8SQ-01B	0.084504462	0.1511794	0.15641666	0.104753272	0.054308814	0.404415374
TCGA-YL-A8SR-01B	0.072643639	0.082712288	0.260422942	0.100012421	0.012548959	0.475902396
TCGA-YL-A9WH-01A	0.083016366	0.123003476	0.058891758	0.091026566	0	0.393170859
TCGA-YL-A9WI-01A	0.058837632	0.100224157	0.068985855	0.062924288	0.036338903	0.301613048
TCGA-YL-A9WJ-01A	0.039485102	0.170366106	0.189942624	0.215280124	0.059509522	0.628312591
TCGA-YL-A9WK-01A	0.127415833	0.115215303	0.176805587	0.106808403	0.024434088	0.501336145
TCGA-YL-A9WL-01A	0.020621839	0.076833243	0.107443565	0.07679588	0	0.254400305
TCGA-YL-A9WX-01A	0.127314843	0.200735712	0.272108902	0.201806423	0.159856544	0.558021198
TCGA-YL-A9WY-01A	0.311957529	0.264736791	0.259900556	0.17714529	0.294997405	0.785745568
TCGA-ZG-A8QW-01A	0.08176672	0.166254358	0.172254315	0.144031338	0.133306425	0.476814945
TCGA-ZG-A8QX-01A	0.12170855	0.126912421	0.141200844	0.107882447	0.003779316	0.400501185
TCGA-ZG-A8QY-01A	0.064256523	0.083900724	0.150073088	0.090669398	0	0.369660295
TCGA-ZG-A8QZ-01A	0.090086419	0.174295961	0.203574243	0.161836099	0.063286245	0.557959479
TCGA-ZG-A9KY-01A	0.176243771	0.225004739	0.295744317	0.119502602	0.000232174	0.562226122
TCGA-ZG-A9L0-01A	0.025336544	0.201969114	0.220115741	0.175812355	0.13003066	0.622719236
TCGA-ZG-A9L1-01A	0.056689734	0.086753712	0.087998235	0.08482321	0	0.385954487
TCGA-ZG-A9L2-01A	0.339317732	0.269419914	0.251642757	0.14438747	0.064149033	0.76995759
TCGA-ZG-A9L4-01A	0.048577179	0.095528283	0.221470657	0.158252971	0.000983655	0.560226173
TCGA-ZG-A9L5-01A	0.094649818	0.078331771	0.086366222	0.071387436	0	0.341782917
TCGA-ZG-A9L6-01A	0.062842598	0.177847613	0.230618824	0.116967895	0.217655152	0.493443434
TCGA-ZG-A9L9-01A	0.15755658	0.152541561	0.119481133	0.111388869	0.024685571	0.557637519
TCGA-ZG-A9LB-01A	0	0.078880282	0.066128343	0.100074758	0	0.303109581
TCGA-ZG-A9LM-01A	0.056477289	0.135971606	0.097764389	0.104272006	0.057164216	0.293890575
TCGA-ZG-A9LN-01A	0.454594771	0.371596761	0.359696352	0.20827241	0.004960701	0.945815387
TCGA-ZG-A9LS-01A	0.260127646	0.433777269	0.154279654	0.137743901	0.117050683	0.690179871
TCGA-ZG-A9LU-01A	0.080593866	0.182761156	0.116029803	0.117105069	0.056623239	0.498719472
TCGA-ZG-A9LY-01A	0.11936275	0.131643662	0.160439338	0.112719378	0.114245176	0.482631442
TCGA-ZG-A9LZ-01A	0.08836366	0.115140786	0.107842741	0.10890651	0	0.411638846
TCGA-ZG-A9M4-01A	0.102480004	0.251970171	0.435309511	0.147673846	0.036520873	0.768225418
TCGA-ZG-A9MC-01A	0.522071463	0.655981082	0.391805224	0.39654355	0.235446388	0.969007826
TCGA-ZG-A9N3-01A	0.228497922	0.191795817	0.172238696	0.173569962	0	0.407974568
TCGA-ZG-A9ND-01A	0.037818059	0.010488898	0.181899765	0.116089255	0	0.335521167
TCGA-ZG-A9NI-01A	0.041538128	0.077294269	0.140463259	0.097116323	0	0.450299638
TCGA-DC-6157-01A	0.135570363	0.141474692	0.189235463	0.117071412	0.090263453	0.437659457
TCGA-G5-6233-01A	0.076099765	0.141816627	0.170262987	0.109204977	0.087177366	0.457403029
TCGA-AG-A02X-01A	0.088086746	0.122868954	0.161151213	0.100118915	0.012599018	0.437000162
TCGA-AG-A01J-01A	0.064950243	0.125831082	0.156347026	0.093143729	0.05876084	0.428277771
TCGA-AG-A00H-01A	0.090318012	0.141868407	0.134793954	0.093887231	0.053442049	0.455191757
TCGA-AG-3609-01A	0.089034422	0.134451083	0.145840821	0.145107384	0.038872992	0.454266064
TCGA-DC-6160-01A	0.144925669	0.137371413	0.241618504	0.151731882	0.081017163	0.51389914
TCGA-AF-3400-01A	0	0	0.101274281	0.597035612	0	0.753091799
TCGA-AG-3731-01A	0.148148502	0.223537967	0.208863452	0.183500299	0.101034353	0.596815315
TCGA-G5-6235-01A	0.088724249	0.103286242	0.198961581	0.124899996	0.023618994	0.44841948
TCGA-EI-6881-01A	0.078595758	0.110308769	0.217732215	0.129971964	0.040893337	0.479713129
TCGA-AG-3601-01A	0.087165563	0.117544641	0.155602071	0.104962081	0.044696428	0.415711926
TCGA-CI-6621-01A	0.066596977	0.160488799	0.199390465	0.153509824	0.065377956	0.533401484
TCGA-AG-3742-11A	0.16533602	0.112764738	0.272092124	0.119903413	0.124475791	0.604949113
