sample	B_cell	T_cell.CD4	T_cell.CD8	Neutrophil	Macrophage	DC
TCGA-12-1089-01A	0.160260311	0.071466629	0.100868294	0.024939114	0.070975425	0.12071895
TCGA-12-1090-01A	0	0.061297585	0.130064912	0.002997002	0	0.124818366
TCGA-12-1091-01A	0.150217839	0.070510899	0.096994625	0.120118425	0.07945375	0.097011468
TCGA-12-1092-01B	0.969421813	0	0	0.031848863	0.177604355	0.546881942
TCGA-12-1093-01A	0.28827584	0.208153948	0.721522953	0.038642222	0.060765763	0.655180135
TCGA-12-1094-01A	0.237321757	0.21664901	0.308074413	0.159350928	0	0.440317795
TCGA-12-1095-01A	0.472792399	0.248113864	0	0.073959987	0.452262228	0.546613261
TCGA-12-1096-01A	0.443609641	0.171602394	0	0.246721013	0.34923933	0.540311049
TCGA-12-1097-01B	0	0.194624191	0.16612101	0.059265408	0.000114297	0.34698217
TCGA-12-1098-01C	0.235018181	0	0.764898497	0	0.106235198	0.094895329
TCGA-12-1099-01A	0	0.170980362	0.113344013	0.1903638	0.115061531	0.038495802
TCGA-12-1597-01B	0	0.089665157	0.26779029	0.218603509	0.185648277	0.104587043
TCGA-12-1598-01A	0.080966137	0.118915757	0	0.087091136	0.100081425	0.163744941
TCGA-12-1599-01A	0.375043902	0.214991921	0	0.114164801	0.315359529	0.268333538
TCGA-12-1600-01A	0.227468699	0.069867206	0	0.084319459	0.209163673	0
TCGA-12-1602-01A	0.029640194	0.220993693	0.128499921	0.045084254	0	0.403513778
TCGA-12-3644-01A	0.407679576	0	0.125682789	0.236524873	0.222901013	0.191531947
TCGA-12-3646-01A	0.139044825	0	0.174611413	0.076190166	0.032339703	0.075363199
TCGA-12-3648-01A	0.11350744	0.049941126	0.042758661	0.096320588	0.051917998	0.113727967
TCGA-12-3649-01A	0.214845779	0	0.607680726	0.050318188	0.232894509	0.062169267
TCGA-12-3650-01A	0.206061644	0.006190641	0.197378123	0.146585471	0.009429933	0.326956387
TCGA-12-3651-01A	0	0.022520948	1.053569721	0.607795699	0.276242034	0.007677125
TCGA-12-3652-01A	0.015483716	0	0.317443772	0.04438907	0.056282431	0.252012266
TCGA-12-3653-01A	0.480191544	0	0.479601185	0.041245766	0.382136782	0
TCGA-12-5295-01A	0.396801239	0	0.2262716	0.0247082	0.073907982	0.350709475
TCGA-12-5299-01A	0.005894738	0.145222732	0.211571737	0.014589422	0	0.474444801
TCGA-12-5301-01A	0.190705489	0	0.427741579	0.071165867	0	0.437986639
TCGA-14-0736-01A	0.242636069	0.106714208	0.035711963	0.042475691	0	0.398685461
TCGA-14-0781-01B	0	0.280055634	0.920450652	0.009107992	0.054910027	1.248573149
TCGA-14-0783-01B	0	0	0	0.119128911	0.157967543	0.472320764
TCGA-14-0786-01B	0.1843143	0.100169768	0.211737751	0.061755244	0.306763986	0
TCGA-14-0787-01A	0.020344611	0	0.468442989	0.018066635	0.097132309	0.472766243
TCGA-14-0789-01A	0	0	0	0.364776297	0.266876538	1.122941825
TCGA-14-0790-01B	0.211832182	0	0.345834393	0.077472619	0.064949233	0.06017697
TCGA-14-0812-01B	0.064533579	0.30089205	0	0.176656162	0.048304922	0.378359766
TCGA-14-0813-01A	0	0	0.359512455	0.048383373	0.000565919	0.439765188
TCGA-14-0817-01A	0.35208985	0.05511612	0	0.186971484	0.259914069	0.229953792
TCGA-14-0865-01B	0.131515662	0	0.916155108	0	0	0.18126489
TCGA-14-0866-01B	0.192318808	0.020272108	0.470751031	0.039475123	0.083437358	0.210242633
TCGA-14-0867-01A	0	0.068136948	0.054547332	0.071605378	0.108465913	0.545548843
TCGA-14-0871-01A	0.079613069	0	0.359663368	0.038877702	0.109078167	0
TCGA-14-1034-01A	0.056220372	0.34807412	0	0.129311071	0.13906889	0.333576933
TCGA-14-1037-01A	0.088639133	0.39875149	0	0.115600112	0.073100191	0.757502669
TCGA-14-1396-01A	0	0	0.401679847	0.025331258	0	0.675091754
TCGA-14-1401-01A	0.25064493	0.204920617	0.148068205	0.235681079	0.0675969	0.266776213
TCGA-14-1402-01A	0.125891735	0	0.694938422	0	0	0.153950523
TCGA-14-1451-01A	0.090958447	0.258070881	0.080454409	0.111644355	0.024965047	0.388524853
TCGA-14-1452-01A	0.439805766	0.257837318	0.078000092	0.101731859	0.042119694	0.428331093
TCGA-14-1453-01A	0.14638661	0	0.4771283	0	0	0.18741413
TCGA-14-1454-01A	0.037740058	0	0.318038344	0.045966746	0.091747739	0
TCGA-14-1455-01A	0.013972463	0	0.111248965	0	0	0.528269672
TCGA-14-1456-01C	0.259261373	0.134890923	0.381377963	0.147162585	0.231189064	0
TCGA-14-1458-01A	0	0.456833635	0.12240566	0.105963038	0.06040746	0.044376865
TCGA-14-1459-01A	0	0	0.388503957	0.11182983	0	0.276120666
TCGA-14-1794-01A	0.170621654	0	0.004048029	0.066357066	0.317476216	0
TCGA-14-1795-01A	0	0	0.401004948	0.017088214	0	0.470441489
TCGA-14-1821-01A	0.095232367	0	0.654980775	0	0	0.099234187
TCGA-14-1823-01A	0.340902825	0.138569749	0.215522215	0.06087072	0.10063507	0.332678629
TCGA-14-1825-01A	0.170168612	0	0.355569222	0.066038506	0.185769969	0.006858029
TCGA-14-1827-01A	0.392628859	0	0.574432278	0.115034526	0.118084789	0.137635404
TCGA-14-1829-01A	0.197228803	0	0.60641797	0.123662048	0.170222392	0.177342811
TCGA-14-2554-01A	0.298521888	0.168164778	0	0.286669315	0.099627254	0.336131671
TCGA-14-2555-01B	0	0	0.996338355	0.119060246	0	0.257773117
TCGA-14-3476-01B	0.130129312	0	0.503443979	0.011819613	0	0.182413356
TCGA-14-3477-01A	0.030558241	0	0.295066065	0.064862941	0	0.166116752
TCGA-14-4157-01A	0.065535023	0	0.295046805	0.013431819	0	0.075477316
TCGA-15-0742-01A	0.068223481	0	0.474969052	0	0	0.221240926
TCGA-15-1444-01A	0.188760139	0.350943756	0.533828487	0.487447146	0.281634723	0.179923284
TCGA-15-1446-01A	0.185486771	0.093357492	0.165444426	0.067903253	0.09930953	0.099219758
TCGA-15-1447-01A	0.01900912	0	0.179796863	0.057968929	0	0.02116241
TCGA-15-1449-01A	0.040469181	0	0.230346505	0.061549981	0	0.040934497
TCGA-16-0846-01A	0.248240397	0.178923879	0.137839687	0.134146744	0.208653774	0.157346352
TCGA-16-0848-01A	0.356355434	0.081546513	0	0.126749283	0.260711923	0.139611322
TCGA-16-0849-01A	0.263619642	0	0.090853361	0.113774506	0.142036529	0.060306523
TCGA-16-0850-01A	0.130280896	0	0.138515424	0.047308659	0.035236966	0
TCGA-16-0861-01A	0	0.047674781	0.403936196	0.016025583	0	0.498961683
TCGA-16-1045-01B	0.067876618	0.234689546	0	0.111028986	0.449153859	0.554761368
TCGA-16-1047-01B	0.064087993	0	0.435058953	0.064786535	0.106821803	0.151080969
TCGA-16-1048-01B	0.346351636	0.246368479	0.061652076	0.267430291	0.152516796	0.292768893
TCGA-16-1055-01B	0.264306914	0.067084328	0.175086974	0.112099461	0.264949137	0.214606992
TCGA-16-1056-01B	0.410614411	0	0.416440996	0.107810014	0.114808672	0.088648453
TCGA-16-1060-01A	0.104239699	0.009866692	0.380948438	0.03713116	0	0.45299985
TCGA-16-1062-01A	0.10298801	0	0.315677889	0.042607564	0.060491078	0.195628483
TCGA-16-1063-01B	0.360733591	0	0.257454246	0.034620322	0.194862046	0.014764075
TCGA-16-1460-01A	0.277802589	0.206894934	0	0.145494792	0.039318446	0.121179931
TCGA-19-0955-01A	0	0.096641814	0.076004536	0	0.07172384	0.70996888
TCGA-19-0957-01C	0	0.497484055	0	0.278487564	0.177259455	0.329007083
TCGA-19-0960-01A	0.049446021	0	0.243244751	0.092090679	0.046374595	0.112231024
TCGA-19-0962-01B	0.088505974	0.205423406	0.145558885	0.028101669	0.059587215	0.403396162
TCGA-19-0963-01B	0.113160777	0.00958885	0.30908589	0.106229117	0.097420934	0.093467348
TCGA-19-0964-01A	0	0	0.196327007	0.042844337	0	0.202686825
TCGA-19-1385-01A	0.157870095	0.354975785	0	0.045039599	0.394308992	0.238754874
TCGA-19-1386-01A	0.225093871	0	0.488638817	0.012774019	0.143056673	0.041650356
TCGA-19-1387-01A	0	0.079159674	0.1772984	0.130310382	0.098450783	0.135451993
TCGA-19-1388-01A	0.467200297	0.023241025	0.243121646	0.24330102	0.414611126	0
TCGA-19-1389-01A	0.083982446	0.504347094	0	0.145665129	0	0.977526857
TCGA-19-1390-01A	0	0.010946516	0.680389639	0.246697522	0	0.275844647
TCGA-19-1392-01A	0	0	0.271803629	0.075819472	0.055142313	0.102601299
TCGA-19-1786-01A	0.11912863	0.140174444	0	0.078893542	0.096377427	0.032566793
TCGA-19-1787-01B	0	0.357799009	0.169808336	0.154560895	0.072345467	0.380861165
TCGA-19-1788-01A	0	0.63076627	0.003456764	0.169467396	0	0
TCGA-19-1789-01A	0.088084125	0	0.268586768	0.002181261	0.075952248	0
TCGA-19-1790-01B	0	0	0	0.29448099	0	2.5546884
TCGA-19-1791-01A	0.154154419	0	0.395989597	0	0.100931929	0.013233418
TCGA-19-2619-01A	0.371828262	0	0.595013595	0.129940528	0.306768202	0
TCGA-19-2620-01A	0	0.066862104	0.895474582	0.281300057	0.243036316	0.29391919
TCGA-19-2621-01B	0.178601139	0	0.89527695	0	0	0.306910198
TCGA-19-2623-01A	0.091286148	0.352248797	0	0.168635335	0.196348777	0.356451956
TCGA-19-2624-01A	0.152569143	0	0.380021927	0.026346279	0	0.112307536
TCGA-19-2625-01A	0	0.00864325	0.231708162	0.168404008	0	0.589055929
TCGA-19-2629-01A	0.669923749	0.25327663	0	0.311258249	0.250532572	0.264006669
TCGA-19-2631-01A	0.014584369	0.054316549	0.491665014	0.062765964	0	0.443043644
TCGA-19-4068-01A	0.304728371	0.102370053	0.315331732	0.086598713	0.193078314	0.140814508
TCGA-19-5947-01A	0.498166314	0.061781842	0	0	0.103817289	1.847587139
TCGA-19-5950-01A	0.303944248	0.208274404	0.367790325	0.123314287	0.346635706	0.125056336
TCGA-19-5951-01A	0.164078893	0	0.65843982	0.048121913	0.149678094	0.148253161
TCGA-19-5952-01A	0.312679299	0.052411887	0.761930958	0.089649279	0	0.791537358
TCGA-19-5954-01A	0.144095582	0.009525248	0.640261389	0.035846823	0	0.655665011
TCGA-19-5955-01A	0.328382628	0.8706307	0	0.405658586	0.948364504	0.665686986
TCGA-19-5956-01A	0.024559828	0	1.011581163	0	0	0.24689045
TCGA-19-5958-01A	0.328950719	0	0.746114764	0.093737843	0.385331505	0.129665103
TCGA-19-5959-01A	0.132902787	0.078545754	0.098912461	0.052733122	0.071394285	0.386774949
TCGA-19-5960-01A	0.147539292	0	0.34343595	0.135215783	0.102148871	0.092478803
TCGA-26-1438-01A	0.792793299	0.111498747	0	0.245465297	0.397318413	0.443229837
TCGA-26-1439-01A	0.203376795	0	0	0.176234547	0.35047483	0.229484671
TCGA-26-1440-01A	0.16963931	0.042939911	0.220559561	0.089805535	0.077692772	0.180165795
TCGA-26-1442-01A	0.04838481	0.220863217	0.124469623	0.127566636	0	0.285269395
TCGA-26-1443-01A	0	0	0.388285527	0.008587889	0	0.307811366
TCGA-26-1799-01A	0.110596175	0	0.574783078	0	0	0.228567427
TCGA-26-5132-01A	0	0.126028198	0.472979279	0.065990673	0.056975469	0.279803729
TCGA-26-5133-01A	0	0	0.170372149	0.086817844	0.037405591	0.202597416
TCGA-26-5134-01A	0.034274196	0	0.562571042	0	0	0.283864334
TCGA-26-5135-01A	0	0.228510187	0	0.076598126	0	0.375077811
TCGA-26-5136-01B	0	0	0.6587199	0.223344339	0	0.467386972
TCGA-26-5139-01A	0	0	0	0.007491737	0.18569973	0.621406974
TCGA-27-1830-01A	0.001054959	0.320915524	0	0.115304882	0.10939204	0.374054533
TCGA-27-1831-01A	0.244414866	0	0.441395088	0.083582088	0.17602786	0.162051101
TCGA-27-1832-01A	0.037392611	0.647866308	0	0.044121837	0.14143654	0.40220652
TCGA-27-1833-01A	0.277986948	0	0.478257521	0	0.239192527	0
TCGA-27-1834-01A	0.425750628	0.080219078	0	0.106039985	0	0.429182296
TCGA-27-1835-01A	0.156035837	0	0.224585519	0.06599698	0.218904831	0
TCGA-27-1836-01A	0.152781269	0.110352926	0.376664883	0.032739711	0.04033405	0.180629704
TCGA-27-1837-01A	0.336323785	0.267182622	0.194564762	0.093514744	0.051696097	0.298765509
TCGA-27-1838-01A	0.138771507	0.222669155	0	0.185186673	0.11699422	0.237698185
TCGA-27-2518-01A	0.03369709	0	0.87492861	0.103444481	0.029018671	0.197874565
TCGA-27-2519-01A	0.31448328	0	0	0.188654065	0.155577451	0.657487819
TCGA-27-2521-01A	0.134962356	0	0.555700034	0.101801925	0	0.166421566
TCGA-27-2523-01A	0.171606646	0	0.463612562	0.036029345	0	0.33193428
TCGA-27-2524-01A	0.067809509	0	0.288812617	0.155293308	0.156191285	0.598958076
TCGA-27-2526-01A	0.273719244	0	0.475128944	0.070064352	0.188252726	0.065296313
TCGA-27-2527-01A	0.077496335	0.125047002	0.54148924	0.108442372	0.076365791	0.846738167
TCGA-27-2528-01A	0.074853201	0	0.390100106	0	0.215932748	0.096801989
TCGA-28-1745-01B	0.133909046	0.272317761	0.093681018	0.022058021	0.120178966	0.428321506
TCGA-28-1746-01A	0.089656491	0.105040323	0	0.079202937	0	0.181778729
TCGA-28-1747-01C	0.406628661	0.365555802	0	0.238003876	0.06570032	0.340123035
TCGA-28-1749-01A	0.131650987	0	0.326198092	0.021076633	0.053385453	0.086487065
TCGA-28-1750-01A	0	0.48010421	0	0.013476163	0.103229547	0.628210258
TCGA-28-1751-01A	0.067702691	0.269599669	0.043384199	0.148476218	0.047842398	0.891030207
TCGA-28-1752-01A	0.609440718	0.258593485	0	0.236520843	0	0.526302757
TCGA-28-1753-01A	0	0	0	0	0	1.644788026
TCGA-28-1755-01A	0	0	0.266935369	0.010975976	0	0.222038744
TCGA-28-1756-01C	0.130861463	0	0.183792364	0.136529025	0.084645011	0.067766332
TCGA-28-1757-01A	0.044003503	0.241599672	0.124854021	0.05143654	0.025422096	0.210649743
TCGA-28-1760-01A	0.091776337	0.469886625	0	0.057124128	0.192550771	0.527622152
TCGA-28-2501-01A	0	0	1.121311992	0.553416383	0	1.440320722
TCGA-28-2502-01B	0	0.374258575	0.163309144	0.384743826	0.321669398	0.420196955
TCGA-28-2506-01A	0.282641257	0	0.523274233	0.106269903	0.302452153	0
TCGA-28-2509-01A	0	0.158978332	0	0.0714992	0.111572858	0.457345051
TCGA-28-2510-01A	0	0	1.162667772	0.562268392	0.127803534	0.183239894
TCGA-28-2513-01A	0.646981523	0.162354762	0	0.318009826	0.350913413	0.563577509
TCGA-28-2514-01A	0.224261936	0	0.354559664	0.1375491	0.054121612	0.130083412
TCGA-28-5204-01A	0	0.071921091	0.240694642	0	0	0.121286511
TCGA-28-5207-01A	0.217394744	0	0	0.104793603	0	0.429712345
TCGA-28-5208-01A	0.139200282	0	0	0.069391573	0	0.270113755
TCGA-28-5209-01A	0	0	0	0	0.190279852	0.809389629
TCGA-28-5213-01A	0.045008845	0	0	0.17298213	0	0.220160316
TCGA-28-5214-01A	0.124658607	0	0	0.040611219	0.010939364	0.339518072
TCGA-28-5215-01A	0	0	0	0	0	1.168217916
TCGA-28-5216-01A	0	0	0.071745909	0.09359818	0	0.448274618
TCGA-28-5218-01A	0	0	0	0	0	0.835037497
TCGA-28-5219-01A	0.24023873	0.210620878	0.023809646	0.171796716	0.074788502	0.520913641
TCGA-28-5220-01A	0.140491534	0	0.477442675	0.042243601	0.124694202	0.120239042
TCGA-28-6450-01A	0	0.739684191	0	0.082203844	0.434139967	0.701477625
TCGA-32-1970-01A	0.18429315	0.145902493	0.022687376	0.095519009	0.200077709	0
TCGA-32-1973-01A	0	0	0	0.199513406	0.370927641	0.259453885
TCGA-32-1976-01A	0	0.052976848	0.327732211	0.398656814	0.244758005	0.262210675
TCGA-32-1977-01A	0.360539377	0.010288815	0	0.117292857	0	0.977165317
TCGA-32-1978-01A	0.250196905	0	0.348712001	0.085011545	0.124140046	0.123026575
TCGA-32-1979-01A	0.325454685	0.208207396	0.160978699	0.183488372	0.015791942	0.688569942
TCGA-32-1980-01A	0	0.048211701	0	0.329130326	0.201014338	1.014557952
TCGA-32-1982-01A	0.780508028	0	0.267617649	0.149782697	0.296215664	0.131276979
TCGA-32-1986-01A	0.045217044	0	0.553643166	0.018634641	0	0.833037966
TCGA-32-1987-01A	0.287738722	0.0956605	0	0.389369128	0.446337389	1.034319427
TCGA-32-1991-01A	0.35272718	0.03781395	0.441061061	0.211936833	0.182860705	0.194423694
TCGA-32-2491-01A	0	0.290663573	0	0.190752059	0	1.478512071
TCGA-32-2494-01A	0	0.093427725	0	0.548584042	0	1.276556014
TCGA-32-2495-01A	0	0.27104374	0.200209889	0.126710984	0.035731941	0.446747056
TCGA-32-2615-01A	0	0.067334755	0.464283892	0.235614585	0.061132896	0.48045704
TCGA-32-2616-01A	0.051124232	0	0.313049684	0.237723708	0	0.360662549
TCGA-32-2632-01A	0.58713465	0.168744772	0	0.173751326	0.128959557	0.672353298
TCGA-32-2634-01A	0.013391939	0	0.461743127	0.170764951	0	0.324389015
TCGA-32-2638-01A	0.56980383	0.064563744	0	0.17937368	0.307973491	0.367562706
TCGA-32-4208-01A	0.710146839	0	0	0.061232404	0	0.446659128
TCGA-32-4209-01A	0.229526982	0.123908951	0.471999317	0.154310688	0.08148841	0.787561443
TCGA-32-4210-01A	0.160167096	0.13891557	0	0.169671236	0.060805194	0.123319802
TCGA-32-4211-01A	0	0.558028216	0.051502853	0.456648305	0.18685143	0.292244101
TCGA-32-4213-01A	0.230799125	0.00318333	0.503867108	0.125274397	0.230830971	0.557330135
TCGA-32-4719-01A	0.333864498	0	0.209667011	0.13002637	0.053887646	0.385822154
TCGA-32-5222-01A	0	0	0.166853101	0.018762198	0	0.076796762
TCGA-41-2571-01A	0	0.101795035	0.75125291	0.32808683	0	0.381848825
TCGA-41-2572-01A	0.276144006	0	0.429216231	0.066593678	0.375821256	0
TCGA-41-2573-01A	0.144916275	0.277808259	0	0.257712269	0.076283212	0.38379058
TCGA-41-2575-01A	0.14355883	0	0.487137342	0.008331702	0	0.398803322
TCGA-41-3392-01A	0.276181565	0.182545479	0.117258242	0.155410979	0	0.403352874
TCGA-41-3393-01A	0	0	0	0.52294758	0	0.671869657
TCGA-41-3915-01A	0.077717898	0	0	0.229674881	0.157738847	0.416386089
TCGA-41-4097-01A	0	0.089430605	0.441138879	0.068048175	0.128669691	0.911767148
TCGA-41-5651-01A	0	0	0.376965196	0.164153526	0.005048906	0.195324065
TCGA-76-4925-01A	0.094859427	0	0.34347696	0.024504017	0	0.184754465
TCGA-76-4926-01B	0	0.218837009	0.18843252	0.063599942	0	0.387317525
TCGA-76-4927-01A	0.42723874	0	0.245983637	0.027580334	0.103696891	0.345592481
TCGA-76-4928-01B	0.003749908	0.158658315	0.210252699	0.01991233	0	0.507485481
TCGA-76-4929-01A	0.206553007	0	0.447409181	0.057180857	0	0.380794909
TCGA-76-4931-01A	0.016045283	0.144005534	0.476705206	0.022625063	0.02752573	0.277560457
TCGA-76-4932-01A	0	0	0.186612103	0.07677791	0.037397248	0.213272782
TCGA-76-4934-01A	0.016968552	0	0.601492585	0	0	0.315318351
TCGA-76-4935-01A	0	0.225859735	0	0.052233512	0	0.328240562
TCGA-76-6191-01A	0	0	0	0.245260425	0	0.535019002
TCGA-76-6192-01A	0.083816041	0.752011993	0	0.157500314	0.115005427	0.733212507
TCGA-76-6193-01A	0	0	0	0.803507075	0	2.116702789
TCGA-76-6282-01A	0.338765713	0.748056953	0	0.065092869	0.281976082	0.879041536
TCGA-76-6285-01A	0.166381402	0.030410437	0.46418419	0.016260387	0.016014152	0.682896418
TCGA-81-5910-01A	0.036876485	0	0.823048949	0	0	0.36172718
TCGA-87-5896-01A	0	0.285014397	0.759484321	0	0.068382664	0.615640609
TCGA-4P-AA8J-01A	0.105134423	0.197864092	0.103621792	0.085648474	0.110360622	0.462562651
TCGA-BA-4074-01A	0.040134623	0.094772859	0.082283269	0.106230379	0.036371642	0.275592608
TCGA-BA-4075-01A	0.042970843	0.043163155	0.1053661	0.088941942	0.11526873	0.347530006
TCGA-BA-4076-01A	0.040468405	0.046875229	0.109494956	0.022872917	0	0.297990471
TCGA-BA-4077-01B	0.160208465	0.126715701	0.327310246	0.206378438	0.080835042	0.754593784
TCGA-BA-4078-01A	0.047874356	0.149590747	0.147351244	0.083285374	0.161792284	0.40657322
TCGA-BA-5149-01A	0.068180974	0.093488187	0.129690641	0.074791786	0.008805964	0.42179455
TCGA-BA-5151-01A	0.037619401	0.104069325	0.157873409	0.184470498	0.067723554	0.494374101
TCGA-BA-5152-01A	0.098462024	0.090690442	0.258158275	0.146422214	0.049232985	0.546785669
TCGA-BA-5153-01A	0.155663669	0.205042366	0.628705447	0.168510744	0.094920517	0.670712903
TCGA-BA-5555-01A	0.084466921	0.126519597	0.148067547	0.071789178	0.051980997	0.425249461
TCGA-BA-5556-01A	0.141560405	0.145131961	0.571086738	0.296325995	0.048645291	0.840875098
TCGA-BA-5557-01A	0.0991432	0.049739935	0.354934722	0.309879842	0.094464116	0.944462903
TCGA-BA-5558-01A	0	0.123741642	0.190833373	0.150697035	0.112804919	0.545152622
TCGA-BA-5559-01A	0.265677958	0.376023968	0.840167516	0.275109174	0.375699921	1.282751948
TCGA-BA-6868-01B	0.098574789	0.095828306	0.108006429	0.078631333	0	0.391041602
TCGA-BA-6869-01A	0.078090206	0.044209465	0.147386005	0.048072244	0	0.258314172
TCGA-BA-6870-01A	0.217525959	0.112742985	0.146775832	0.073973078	0.023440265	0.378462249
TCGA-BA-6871-01A	0.08390048	0.088791165	0.270325933	0.124653573	0.048455102	0.407315548
TCGA-BA-6872-01A	0.064552305	0.089030848	0.092945635	0.054592713	0.015003787	0.385160141
TCGA-BA-6873-01A	0.068148778	0.171866111	0.092071098	0.185290925	0.049006704	0.439233653
TCGA-BA-7269-01A	0.039273453	0.06666663	0.076901341	0.034933362	0.055445741	0.231238392
TCGA-BA-A4IF-01A	0.042878916	0.083716049	0.072036731	0.060137945	0	0.269006091
TCGA-BA-A4IG-01A	0.142994331	0.149630752	0.180176704	0.067207734	0.029685227	0.355459022
TCGA-BA-A4IH-01A	0.111914216	0.112900664	0.165548715	0.103322756	0.021747926	0.422426333
TCGA-BA-A4II-01A	0.065398648	0.06944236	0.171752258	0.075039214	0.088259086	0.424302312
TCGA-BA-A6D8-01A	0.000487021	0.03417721	0.227218437	0	0.487744983	0.329309279
TCGA-BA-A6DA-01A	0.054835964	0.027661344	0.122251643	0.034162009	0.020995053	0.247445866
TCGA-BA-A6DB-01A	0.13966052	0.189053886	0.440989397	0.111170632	0.147582643	0.636140406
TCGA-BA-A6DD-01A	0.094987152	0.084712668	0.233317988	0.142804422	0.071800253	0.389535829
TCGA-BA-A6DE-01A	0.02900334	0.10597155	0.077550211	0.078929419	0	0.279531075
TCGA-BA-A6DG-01A	0.037484625	0.080164284	0.222259065	0.142501076	0.142892975	0.505584021
TCGA-BA-A6DI-01A	0.051547728	0.091422061	0.066409639	0.044027187	0	0.296551948
TCGA-BA-A6DJ-01A	0.096688779	0.035888881	0.253031804	0.118408953	0.025025033	0.516701671
TCGA-BA-A6DL-01A	0.032537644	0.089763768	0.066652806	0.051744616	0	0.258695373
TCGA-BA-A8YP-01A	0.053751816	0.109676489	0.08432954	0.046908516	0.114989643	0.390887932
TCGA-BB-4217-01A	0.811815008	0.914690678	0.318557853	0.149226021	0.146261251	0.838744764
TCGA-BB-4223-01A	0.257464163	0.279015773	0.443395272	0.125535463	0.097160478	0.657337865
TCGA-BB-4224-01A	0.061924939	0.081317761	0.059623364	0.052844208	0.011680306	0.298487449
TCGA-BB-4225-01A	0.251636813	0.175934862	0.495541232	0.164851998	0.066126703	0.669035433
TCGA-BB-4228-01A	0.130866313	0.073606905	0.15446223	0.082728016	0.028929085	0.432711289
TCGA-BB-7861-01A	0.44892491	0.84237782	1.087111566	0.502779732	0.215975994	1.771471966
TCGA-BB-7862-01A	0.048752918	0.089871625	0.145410939	0.046282696	0.043127262	0.401085649
TCGA-BB-7863-01A	0.068779424	0.036198279	0.1250911	0.049019191	0.041090053	0.303573786
TCGA-BB-7864-01A	0.040188373	0.049890226	0.072863322	0.016006039	0	0.205718633
TCGA-BB-7866-01A	0.388763603	0.184176506	0.277598301	0.106612792	0.156458901	0.78472504
TCGA-BB-7870-01A	0.038204979	0.041918887	0.105079638	0.012826364	0	0.193192088
TCGA-BB-7871-01A	0.043256933	0.118013003	0.11680669	0.081358788	0.158593284	0.422207565
TCGA-BB-7872-01A	0	0.146253863	0	0.376103552	0	0.358562401
TCGA-BB-8596-01A	0.091740691	0.295785272	0.092233918	0.138958751	0.220556066	0.779339444
TCGA-BB-8601-01A	0.037336841	0.03542328	0.07290318	0.000691505	0	0.175866965
TCGA-BB-A5HU-01A	0.059119198	0.097997121	0.134938024	0.075371367	0.099793989	0.405326861
TCGA-BB-A5HY-01A	0.047472816	0.089408677	0.078568273	0.058682701	0	0.29879219
TCGA-BB-A5HZ-01A	0.040676024	0.057431323	0.084480709	0.04368903	0.028021982	0.279558369
TCGA-BB-A6UM-01A	0.101461014	0.103288656	0.265035351	0.145246767	0	0.421350005
TCGA-BB-A6UO-01A	0.028730501	0.05832736	0.108366665	0.060342696	0.021127263	0.364941091
TCGA-C9-A47Z-01A	0.044955436	0.068799816	0.098024899	0.065794758	0.01311388	0.321376267
TCGA-C9-A480-01A	0	0.100320956	0.075335708	0.072271931	0.025740609	0.461127493
TCGA-CN-4722-01A	0.098221457	0.07590597	0.157292934	0.020703393	0.03969687	0.329478288
TCGA-CN-4723-01A	0.104749935	0.113460929	0.205966819	0.136206506	0.118211022	0.560807362
TCGA-CN-4725-01A	0.049206772	0.057269489	0.094972503	0.033825162	0	0.337828563
TCGA-CN-4726-01A	0.048291062	0	0.191340626	0.105510439	0.08561861	0.412100317
TCGA-CN-4727-01A	0.036160339	0.072597881	0.072207949	0.077870112	0	0.226090766
TCGA-CN-4728-01A	0.122566061	0.244773446	0.338381632	0.169504568	0.379203889	1.134744415
TCGA-CN-4729-01A	0.071864818	0.085586189	0.139789084	0.064267324	0.011565356	0.373892137
TCGA-CN-4730-01A	0.037046754	0.048478415	0.094025539	0.019609283	0	0.239311134
TCGA-CN-4731-01A	0.047920147	0.17674497	0.047764082	0.036769658	0	0.433698278
TCGA-CN-4733-01A	0.309242211	0.391278695	0.693049492	0.345282704	0.294057613	1.089037698
TCGA-CN-4734-01A	0.040548122	0.106348445	0.319846705	0.169277234	0.032273005	0.642664651
TCGA-CN-4735-01A	0.501641163	0.151094701	0.294967357	0.119743145	0.187633592	1.11825115
TCGA-CN-4736-01A	0.065890514	0.26298651	0.340672861	0.275165753	0.135507076	1.004585092
TCGA-CN-4737-01A	0.100468503	0.129935526	0.090640168	0.075282734	0.057329854	0.550829394
TCGA-CN-4738-01A	0.063051595	0.214744874	0.201649327	0.161062592	0.120837934	0.548841094
TCGA-CN-4739-01A	0.167842519	0.147892687	0.252779746	0.139490811	0.088293744	0.40526416
TCGA-CN-4740-01A	0.034757662	0.189358795	0.32256795	0.21333344	0.372244391	0.80233757
TCGA-CN-4741-01A	0.052029196	0.12372527	0.113126855	0.057943872	0	0.383496813
TCGA-CN-4742-01A	0.108309993	0.080838087	0.147874076	0.099884763	0.074043661	0.481896339
TCGA-CN-5355-01A	0.100296976	0.099292217	0.14806844	0.070408279	0.055013277	0.395807166
TCGA-CN-5356-01A	0.108366146	0.110089253	0.175232905	0.062398916	0.08415263	0.336933796
